Property_Name,Unit_Number,Damages
Miami,7946,613.95
Miami,7947,175.68
Miami,7948,408.58
Miami,7949,21.7
Miami,7950,188.28
Miami,7951,336.08
Miami,7952,872.89
Miami,7953,557.88
Miami,7954,281.07
Miami,7955,265.09
Miami,7956,161.4
Miami,7957,270.32
Miami,7958,397.91
Miami,7959,178.11
Miami,7960,229.92
Miami,7961,244.15
Miami,7962,187.96
Miami,7963,337.82
Miami,7964,266.09000000000003
Miami,7965,131.6
Miami,7966,505.62
Miami,7967,599.95
Miami,7968,466.54
Miami,7969,88.39
Miami,7970,925.21
Miami,7971,247.32
Miami,7972,616.6
Miami,7973,278.24
Miami,7974,78.11
Miami,7975,237.1
Miami,7976,74.56
Miami,7977,257.71
Miami,7978,188.53
Miami,7979,93.03999999999999
Miami,7980,14.91
Miami,7981,343.39
Miami,7982,441.16
Miami,7983,666.68
Miami,7984,222.05
Miami,7985,251.66
Miami,7986,481.4
Miami,7987,508.17
Miami,7988,423.81
Miami,7989,320.32
Miami,7990,575.35
Miami,7991,548.86
Miami,7992,178.97
Miami,7993,103.03
Miami,7994,280.32
Miami,7995,292.04
Miami,7996,136.18
Miami,7997,311.38
Miami,7998,262.64
Miami,7999,310.62
Miami,8000,230.95
Miami,8001,470.02
Miami,8002,508.29
Miami,8003,300.17
Miami,8004,428.39
Miami,8005,332.08
Miami,8006,333.87
Miami,8007,362.82
Miami,8008,203.23
Miami,8009,48.67
Miami,8010,137.38
Miami,8011,286.64
Miami,8012,165.46
Miami,8013,193.69
Miami,8014,176.25
Miami,8015,169.56
Miami,8016,403.59
Miami,8017,431.15
Miami,8018,456.55
Miami,8019,198.23
Miami,8020,757.93
Miami,8021,178.24
Miami,8022,293.3
Miami,8023,275.9
Miami,8024,710.24
Miami,8025,438.74
Miami,8026,255.49
Miami,8027,377.45
Miami,8028,421.25
Miami,8029,203.85
Miami,8030,230.84
Miami,8031,264.5
Miami,8032,226.4
Miami,8033,166.41
Miami,8034,165.2
Miami,8035,246.75
Miami,8036,324.86
Miami,8037,708.23
Miami,8038,545.21
Miami,8039,381.9
Miami,8040,567.53
Miami,8041,154.01
Miami,8042,126.05
Miami,8043,537.87
Miami,8044,736.47
Miami,8045,215.73
Miami,8046,261.0
Miami,8047,228.29
Miami,8048,269.01
Miami,8049,202.69
Miami,8050,838.97
Miami,8051,142.79
Miami,8052,184.68
Miami,8053,270.01
Miami,8054,767.61
Miami,8055,235.56
Miami,8056,422.27
Miami,8057,188.27
Miami,8058,78.33
Miami,8059,172.58
Miami,8060,302.91
Miami,8061,337.82
Miami,8062,352.13
Miami,8063,219.59
Miami,8064,142.57999999999998
Miami,8065,239.94
Miami,8066,335.14
Miami,8067,230.56
Miami,8068,315.29
Miami,8069,352.88
Miami,8070,535.96
Miami,8071,155.14
Miami,8072,166.1
Miami,8073,182.5
Miami,8074,216.83
Miami,8075,398.89
Miami,8076,356.63
Miami,8077,307.41
Miami,8078,545.53
Miami,8079,654.92
Miami,8080,114.79
Miami,8081,350.19
Miami,8082,222.1
Miami,8083,263.71
Miami,8084,357.72
Miami,8085,379.07
Miami,8086,286.97
Miami,8087,259.18
Miami,8088,256.32
Miami,8089,63.69
Miami,8090,307.68
Miami,8091,206.56
Miami,8092,285.36
Miami,8093,249.12
Miami,8094,132.67
Miami,8095,16.36
Miami,8096,77.82000000000001
Miami,8097,134.66
Miami,8098,188.02
Miami,8099,206.79
Miami,8100,240.73
Miami,8101,332.14
Miami,8102,575.26
Miami,8103,349.37
Miami,8104,384.21999999999997
Miami,8105,151.3
Miami,8106,317.49
Miami,8107,305.34000000000003
Miami,8108,280.67
Miami,8109,448.65
Miami,8110,521.39
Miami,8111,286.49
Miami,8112,464.75
Miami,8113,426.94
Miami,8114,328.25
Miami,8115,168.05
Miami,8116,293.05
Miami,8117,87.07
Miami,8118,471.54
Miami,8119,328.01
Miami,8120,438.33
Miami,8121,825.63
Miami,8122,181.57999999999998
Miami,8123,547.62
Miami,8124,205.15
Miami,8125,259.82
Miami,8126,606.21
Miami,8127,192.89000000000001
Miami,8128,596.57
Miami,8129,327.78000000000003
Miami,8130,236.37
Miami,8131,395.21
Miami,8132,1049.67
Miami,8133,330.08
Miami,8134,490.21
Miami,8135,175.28
Miami,8136,531.26
Miami,8137,190.81
Miami,8138,127.75
Miami,8139,237.39
Miami,8140,255.10999999999999
Miami,8141,230.09
Miami,8142,105.64
Miami,8143,607.48
Miami,8144,432.75
Miami,8145,733.7
Miami,8146,262.03
Miami,8147,106.67
Miami,8148,280.45
Miami,8149,333.31
Miami,8150,167.01
Miami,8151,248.94
Miami,8152,428.0
Miami,8153,473.54
Miami,8154,751.6
Miami,8155,241.24
Miami,8156,230.92
Miami,8157,208.8
Miami,8158,141.78
Miami,8159,882.94
Miami,8160,298.35
Miami,8162,229.67
Miami,8163,199.23
Miami,8164,80.96000000000001
Miami,8165,234.79
Miami,8166,50.01
Miami,8167,483.79
Miami,8168,262.2
Miami,8169,121.83
Miami,8170,353.2
Miami,8171,400.01
Miami,8172,396.04
Miami,8173,456.92
Miami,8174,161.66
Miami,8175,198.81
Miami,8176,309.1
Miami,8177,220.65
Miami,8178,121.2
Miami,8179,335.76
Miami,8180,298.76
Miami,8181,327.5
Miami,8182,383.62
Miami,8183,296.15
Miami,8184,215.38
Miami,8185,93.91
Miami,8186,275.81
Miami,8187,347.94
Miami,8188,264.98
Miami,8189,490.82
Miami,8190,650.55
Miami,8191,339.3
Miami,8192,313.02
Miami,8193,374.23
Miami,8194,155.75
Miami,8195,781.65
Miami,8196,180.52
Miami,8197,551.24
Miami,8198,356.64
Miami,8199,811.75
Miami,8200,217.06
Miami,8201,72.59
Miami,8202,561.05
Miami,8203,200.93
Miami,8204,136.8
Miami,8205,479.86
Miami,8206,353.57
Miami,8207,5.800000000000001
Miami,8208,179.13
Miami,8209,273.36
Miami,8210,123.25
Miami,8211,174.75
Miami,8212,65.13
Miami,8213,112.12
Miami,8214,261.44
Miami,8215,218.75
Miami,8216,18.15
Miami,8217,9.31
Miami,8218,258.9
Miami,8219,64.14999999999999
Miami,8220,336.75
Miami,8221,279.71
Miami,8222,506.86
Miami,8223,125.05
Miami,8224,374.32
Miami,8225,341.4
Miami,8226,224.14
Miami,8227,235.21
Miami,8228,172.83
Miami,8229,161.93
Miami,8230,184.8
Miami,8231,93.41
Miami,8232,304.4
Miami,8233,340.14
Miami,8234,229.91
Miami,8235,236.85
Miami,8236,331.34
Miami,8237,244.47
Miami,8238,254.45
Miami,8239,394.89
Miami,8240,361.86
Miami,8242,362.48
Miami,8243,223.63
Miami,8244,95.92
Miami,8245,191.01
Miami,8246,19.28
Miami,8247,361.32
Miami,8248,613.92
Miami,8249,287.11
Miami,8250,194.95
Miami,8251,52.940000000000005
Miami,8252,93.56
Miami,8253,228.17
Miami,8254,356.48
Miami,8255,38.62
Miami,8256,344.98
Miami,8257,362.52
Miami,8258,137.4
Miami,8259,140.85
Miami,8260,60.33
Miami,8261,38.3
Miami,8262,847.55
Miami,8263,218.09
Miami,8264,204.82999999999998
Miami,8265,106.73
Miami,8266,786.17
Miami,8267,348.75
Miami,8268,292.47
Miami,8269,176.58
Miami,8270,928.37
Miami,8271,364.48
Miami,8272,521.99
Miami,8273,80.42
Miami,8274,381.84999999999997
Miami,8275,734.28
Miami,8276,435.92
Miami,8277,216.43
Miami,8278,626.86
Miami,8279,258.13
Miami,8280,147.18
Miami,8281,283.35
Miami,8282,255.2
Miami,8283,157.65
Miami,8284,131.1
Miami,8285,120.78
Miami,8286,305.74
Miami,8287,689.7
Miami,8288,273.92
Miami,8289,121.6
Miami,8290,93.58
Miami,8291,152.09
Miami,8292,590.95
Miami,8293,189.97
Miami,8294,458.87
Miami,8295,194.07999999999998
Miami,8296,244.57
Miami,8297,139.41
Miami,8298,267.67
Miami,8299,211.28
Miami,8304,312.21
Miami,8305,295.57
Miami,8306,140.29
Miami,8307,255.48
Miami,8308,204.26
Miami,8309,235.88
Miami,8310,313.62
Miami,8311,352.3
Miami,8312,212.73
Miami,8313,60.49
Miami,8314,201.94
Miami,8315,161.43
Miami,8316,182.03
Miami,8317,79.39
Miami,8318,139.22
Miami,8319,72.14
Miami,8320,33.86
Miami,8321,175.15
Miami,8322,188.58
Miami,8323,154.84
Miami,8324,71.33
Miami,8325,151.51
Miami,8326,466.95
Miami,8327,127.49
Miami,8328,180.71
Miami,8329,139.61
Miami,8330,212.8
Miami,8331,85.0
Miami,8332,123.08
Miami,8333,205.66
Miami,8334,34.99
Miami,8335,125.6
Miami,8336,24.75
Miami,8337,188.46
Miami,8338,595.83
Miami,8339,390.39
Miami,8340,205.99
Miami,8341,200.73
Miami,8342,374.56
Miami,8343,346.09999999999997
Miami,8344,241.53
Miami,8345,193.5
Miami,8346,632.11
Miami,8347,152.95
Miami,8348,97.7
Miami,8349,111.69
Miami,8350,212.35
Miami,8351,146.04
Miami,9362,458.46999999999997
Miami,9363,415.33
Miami,9364,802.37
Miami,9365,583.92
Miami,9366,1035.63
Miami,9367,572.23
Miami,9368,767.63
Miami,9369,457.93
Miami,9370,599.0
Miami,9371,584.16
Miami,9372,358.46
Miami,9373,303.54
Miami,10369,224.75
Miami,10371,535.63
Miami,10372,1167.18
Miami,10376,192.01
Miami,10379,41.72
Miami,10381,0.73
Miami,10385,401.08
Miami,10386,236.88
Miami,10389,532.3100000000001
Miami,10390,376.43
Miami,10391,730.41
Miami,10394,380.28
Miami,10395,494.7
Miami,10396,647.11
Miami,10397,125.52
Miami,10403,181.87
Miami,10405,272.58
Miami,10409,521.42
Miami,10413,454.56
Miami,10415,396.6
Miami,10416,171.59
Miami,10417,578.17
Miami,10419,391.0
Miami,10420,323.17
Miami,10422,254.65
Miami,10424,843.97
Miami,10426,154.34
Miami,10427,342.36
Miami,10429,455.5
Miami,10431,92.91
Miami,10434,330.15999999999997
Miami,10437,1376.36
Miami,10438,288.06
Wilton,5902,309.07
Wilton,5903,273.11
Wilton,5904,174.39
Wilton,5905,176.2
Wilton,5906,263.58
Wilton,5907,391.21
Wilton,5908,269.93
Wilton,5909,117.75
Wilton,5910,128.18
Wilton,5911,125.84
Wilton,5912,541.57
Wilton,5913,344.52
Wilton,5914,358.55
Wilton,5915,146.52
Wilton,5916,298.89
Wilton,5917,137.88
Wilton,5918,246.43
Wilton,5919,215.10999999999999
Wilton,5920,285.58
Wilton,5921,262.14
Wilton,5922,142.75
Wilton,5923,127.28
Wilton,5924,104.97999999999999
Wilton,5925,602.95
Wilton,5926,234.83
Wilton,5927,46.47
Wilton,5928,223.71
Wilton,5929,289.24
Wilton,5930,158.37
Wilton,5931,596.23
Wilton,5932,302.08
Wilton,5933,185.54
Wilton,5934,159.53
Wilton,5935,181.8
Wilton,5936,143.7
Wilton,5937,268.28000000000003
Wilton,5938,615.57
Wilton,5939,86.67
Wilton,5940,266.43
Wilton,5941,609.7
Wilton,5942,368.72
Wilton,5943,308.22
Wilton,5944,525.35
Wilton,5945,59.42
Wilton,5946,162.05
Wilton,5947,243.9
Wilton,5948,265.04
Wilton,5949,353.62
Wilton,5950,120.16
Wilton,5951,159.41
Wilton,5952,178.33
Wilton,5953,281.62
Wilton,5954,444.33
Wilton,5955,122.89
Wilton,5956,62.76
Wilton,5957,57.589999999999996
Wilton,5958,252.91
Wilton,5959,233.73
Wilton,5960,52.97
Wilton,5961,213.85
Wilton,5962,148.23
Wilton,5963,267.06
Wilton,5964,217.49
Wilton,5965,213.9
Wilton,5966,188.56
Wilton,5967,188.13
Wilton,5968,63.5
Wilton,5969,226.62
Wilton,5970,344.02
Wilton,5971,167.13
Wilton,5972,338.59
Wilton,5973,567.52
Wilton,5974,188.38
Wilton,5975,156.43
Wilton,5976,68.67
Wilton,5977,242.42000000000002
Wilton,5978,193.96
Wilton,5979,65.42
Wilton,5980,409.83
Wilton,5981,337.81
Wilton,5982,427.26
Wilton,5983,337.39
Wilton,5984,479.32
Wilton,5985,136.01
Wilton,5986,165.69
Wilton,5987,32.83
Wilton,5988,162.24
Wilton,5989,149.83
Wilton,5990,71.64
Wilton,5991,615.97
Wilton,5998,598.6
Wilton,5999,419.34
Wilton,6000,201.15
Wilton,6001,277.77
Wilton,6002,154.69
Wilton,6003,492.6
Wilton,6004,340.31
Wilton,6005,343.07
Wilton,6006,181.76
Wilton,6007,282.88
Wilton,6008,96.7
Wilton,6009,449.11
Wilton,6010,445.91
Wilton,6011,371.05
Wilton,6012,272.46
Wilton,6013,94.01
Wilton,6014,318.24
Wilton,6015,236.27
Wilton,6016,273.84
Wilton,6017,182.18
Wilton,6018,310.39
Wilton,6019,230.5
Wilton,6020,270.2
Wilton,6021,626.16
Wilton,6022,342.92
Wilton,6023,271.23
Wilton,6024,170.61
Wilton,6025,150.39
Wilton,6026,353.79
Wilton,6027,114.27000000000001
Wilton,6028,244.75
Wilton,6029,69.93
Wilton,6030,486.74
Wilton,6031,249.23
Wilton,6032,49.03
Wilton,6033,198.32
Wilton,6034,272.46
Wilton,6035,221.31
Wilton,6036,131.01
Wilton,6037,126.39
Wilton,6038,138.10999999999999
Wilton,6039,447.6
Wilton,6040,160.99
Wilton,6041,104.60000000000001
Wilton,6042,290.6
Wilton,6043,325.19
Wilton,6044,179.52
Wilton,6045,173.93
Wilton,6046,170.41
Wilton,6047,308.13
Wilton,6048,64.45
Wilton,6049,20.12
Wilton,6050,525.32
Wilton,6051,67.8
Wilton,6052,341.35
Wilton,6053,505.82
Wilton,6054,434.68
Wilton,6055,282.12
Wilton,6056,207.12
Wilton,6057,207.19
Wilton,6058,188.01
Wilton,6059,166.0
Wilton,6060,239.99
Wilton,6061,170.31
Wilton,6062,135.46
Wilton,6063,422.13
Wilton,6064,336.63
Wilton,6065,329.73
Wilton,6066,279.49
Wilton,6067,334.49
Wilton,6068,210.52
Wilton,6069,329.71
Wilton,6070,158.48
Wilton,6071,236.01
Wilton,6072,61.83
Wilton,6073,226.43
Wilton,6074,165.34
Wilton,6075,284.18
Wilton,6076,47.54
Wilton,6078,164.56
Wilton,6079,117.38
Wilton,6080,18.96
Wilton,6081,27.849999999999998
Wilton,6082,54.17
Wilton,6083,139.31
Wilton,6084,109.89
Wilton,6085,73.09
Wilton,6086,137.91
Wilton,6087,427.01
Wilton,6088,289.61
Wilton,6089,222.47
Wilton,6090,420.05
Wilton,6091,115.63
Wilton,6092,215.16
Wilton,6093,149.55
Wilton,6094,65.62
Wilton,6095,435.14
Wilton,6096,211.15
Wilton,6097,140.57
Wilton,6098,164.33
Wilton,6099,206.66
Wilton,6100,183.85
Wilton,6101,39.72
Wilton,6102,181.54
Wilton,6103,353.58
Wilton,6104,140.69
Wilton,6105,119.71
Wilton,6106,17.54
Wilton,6107,70.93
Wilton,6108,117.89999999999999
Wilton,6109,238.9
Wilton,6110,171.89
Wilton,6111,53.43
Wilton,6112,64.67
Wilton,6113,70.69
Wilton,6114,280.4
Wilton,6115,129.85
Wilton,6116,75.7
Wilton,6117,192.72
Wilton,6118,143.74
Wilton,6119,321.36
Wilton,6121,243.28
Wilton,6122,255.49
Wilton,6123,360.89
Wilton,6124,304.19
Wilton,6125,28.75
Wilton,6126,424.01
Wilton,6127,162.12
Wilton,6128,255.9
Wilton,6129,180.03
Wilton,6130,571.97
Wilton,6131,236.02
Wilton,6132,129.57
Wilton,6133,55.17
Wilton,6134,15.91
Wilton,6135,168.93
Wilton,6136,507.83
Wilton,6137,85.38
Wilton,6138,88.3
Wilton,6139,197.38
Wilton,6140,166.31
Wilton,6141,217.56
Wilton,6142,275.91
Wilton,6143,238.99
Wilton,6144,126.83
Wilton,6145,226.15
Wilton,6146,176.6
Wilton,6147,281.9
Wilton,6148,134.45
Wilton,6149,330.06
Wilton,6150,448.47
Wilton,6151,163.66
Wilton,6152,121.74000000000001
Wilton,6153,187.71
Wilton,6154,240.15
Wilton,6155,279.59
Wilton,6156,404.4
Wilton,6157,215.93
Wilton,6158,212.1
Wilton,6159,282.96999999999997
Wilton,6160,248.89
Wilton,6161,82.86
Wilton,6162,109.28999999999999
Wilton,6163,314.52
Wilton,6164,75.9
Wilton,6165,199.38
Wilton,6166,477.66
Wilton,6167,89.18
Wilton,6168,180.87
Wilton,6169,137.64
Wilton,6170,279.32
Wilton,6171,531.05
Wilton,6172,195.09
Wilton,6173,312.44
Wilton,6174,185.49
Wilton,6175,130.15
Wilton,6176,548.84
Wilton,6177,327.1
Wilton,6178,414.74
Wilton,6179,289.55
Wilton,6180,97.12
Wilton,6181,82.64
Wilton,6182,281.91
Wilton,6183,79.27
Wilton,6184,241.86
Wilton,6185,147.88
Wilton,6186,395.9
Wilton,6187,219.49
Wilton,6188,174.55
Wilton,6189,226.88
Wilton,6190,389.04
Wilton,6191,251.03
Wilton,6192,47.72
Wilton,6193,71.83
Wilton,6194,220.73
Wilton,6195,266.46
Wilton,6196,380.96999999999997
Wilton,6197,39.06
Wilton,6198,159.74
Wilton,6199,84.50999999999999
Wilton,6200,181.35
Wilton,6201,192.03
Wilton,6202,492.51
Wilton,6203,220.16
Wilton,6204,408.68
Wilton,6205,214.21
Wilton,6206,125.14
Wilton,6207,133.46
Wilton,6208,123.82000000000001
Wilton,6209,146.56
Wilton,6210,7.68
Wilton,6211,57.85
Wilton,6212,144.71
Wilton,6213,37.93
Wilton,6214,370.34
Wilton,6215,152.27
Wilton,6216,288.0
Wilton,6217,241.44
Wilton,6218,275.66
Wilton,6219,432.21
Wilton,6220,42.410000000000004
Wilton,6221,98.17
Wilton,6222,446.43
Wilton,6223,234.84
Wilton,6224,41.89
Wilton,6225,245.38
Wilton,6226,84.53999999999999
Wilton,6227,339.86
Wilton,6228,136.95
Wilton,6229,163.31
Wilton,6230,213.24
Wilton,6231,343.47
Wilton,6232,123.06
Wilton,6233,272.66
Wilton,6234,89.98
Wilton,6235,116.12
Wilton,6236,379.53000000000003
Wilton,6237,276.18
Wilton,6238,284.64
Wilton,6239,314.9
Wilton,6240,110.94
Wilton,6241,194.19
Wilton,6242,523.5
Wilton,6243,469.7
Wilton,6244,254.13
Wilton,6245,240.73
Wilton,6246,119.04
Wilton,6247,286.77
Wilton,6248,227.68
Wilton,6249,212.55
Wilton,6250,61.92
Wilton,6251,116.39
Wilton,6252,107.92
Wilton,6253,258.58
Wilton,6254,200.25
Wilton,6255,307.57
Wilton,6256,308.68
Wilton,6257,332.91
Wilton,6258,262.49
Wilton,6259,70.7
Wilton,6260,437.64
Wilton,6261,251.11
Wilton,6262,101.85
Wilton,6263,34.21
Wilton,6264,22.22
Wilton,6265,51.17
Wilton,6266,44.339999999999996
Wilton,6267,1.62
Wilton,6268,380.82
Wilton,6269,62.56
Wilton,6270,407.4
Wilton,6271,172.10999999999999
Wilton,6272,280.5
Wilton,6273,617.59
Wilton,6274,575.3
Wilton,6275,265.8
Wilton,6276,121.86
Wilton,6277,487.96
Wilton,6278,311.96999999999997
Wilton,6279,249.85
Wilton,6280,292.48
Wilton,6281,170.86
Wilton,6282,179.49
Wilton,6283,181.58
Wilton,6284,330.24
Wilton,6285,537.11
Wilton,6286,235.32999999999998
Wilton,6287,498.93
Wilton,6288,26.32
Wilton,6289,220.75
Wilton,6290,256.48
Wilton,6291,327.16
Wilton,6292,225.84
Wilton,6293,151.95
Wilton,6294,213.74
Wilton,6295,197.71
Wilton,6296,172.5
Wilton,6297,1149.48
Wilton,6298,275.91
Wilton,6299,360.65
Wilton,6300,303.54
Wilton,6301,260.52
Wilton,6302,226.58
Wilton,6303,256.46
Wilton,6304,172.37
Wilton,6305,176.56
Wilton,6306,116.86
Wilton,6307,191.85
Wilton,6308,29.240000000000002
Wilton,6309,288.52
Wilton,6310,73.17999999999999
Wilton,6311,28.11
Wilton,6312,116.13
Wilton,6313,127.1
Wilton,6314,80.48
Wilton,6315,172.09
Wilton,6316,20.6
Wilton,6317,52.84
Wilton,6318,246.08
Wilton,6319,220.66
Wilton,6320,193.16
Wilton,6321,190.66
Wilton,6322,321.11
Wilton,6323,249.06
Wilton,6324,430.52
Wilton,6325,90.54
Wilton,6326,235.48
Wilton,6327,174.98
Wilton,6328,133.89
Wilton,6329,114.64
Wilton,6330,280.28
Wilton,6331,175.97
Wilton,6332,335.91
Wilton,6333,172.79
Wilton,6334,296.81
Wilton,6335,233.32
Wilton,6336,362.92
Wilton,6337,42.370000000000005
Wilton,6338,508.42
Wilton,6339,228.13
Wilton,6340,230.70000000000002
Wilton,6341,230.11
Wilton,6342,180.56
Wilton,6343,430.61
Wilton,6344,90.27
Wilton,6345,81.17
Wilton,6346,34.36
Wilton,6347,157.82
Wilton,6348,265.0
Wilton,16351,243.63
Wilton,16352,371.07
Wilton,20442,196.92000000000002
Wilton,20443,79.57
Wilton,20444,598.97
Wilton,20445,453.27
Wilton,20446,177.97
Wilton,20447,270.38
Wilton,20448,195.54
Wilton,20449,1015.11
Wilton,20450,393.3
Wilton,20451,246.79
Wilton,20452,129.36
Wilton,20453,321.94
Wilton,20454,554.12
Wilton,20455,327.41
Wilton,20456,422.69
Wilton,20457,202.7
Wilton,20458,457.11
Wilton,20459,203.13
Wilton,20460,415.52
Wilton,20461,300.36
Wilton,20462,757.61
Wilton,20463,332.7
Wilton,20464,437.01
Wilton,20465,178.22
Wilton,20466,371.08
Wilton,20467,686.56
Wilton,20468,564.74
Wilton,20469,571.53
Wilton,20470,399.39
Wilton,20471,40.93
Wilton,20472,336.86
Wilton,20473,132.28
Wilton,20474,773.23
Wilton,20475,286.6
Wilton,20476,516.24
Wilton,20477,227.67000000000002
Wilton,20478,621.32
Wilton,20479,115.91
Wilton,20480,438.26
Wilton,20481,433.05
Wilton,20482,560.64
Wilton,20483,140.19
Wilton,20484,343.31
Wilton,20485,731.47
Wilton,20486,29.07
Wilton,20487,0.02
Wilton,20488,1.5
Wilton,20489,8.14
Wilton,20490,4.09
Wilton,20491,5.16
Wilton,20492,0.0
Wilton,20493,7.040000000000001
